PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,LuxurySpend,CabinDeck,CabinSide,CabinGroup
3998_01,Europa,False,55 Cancri e,28.0,False,89.0,4826.0,0.0,2.0,1598.0,True,6515.0,C,P,Group 1
3999_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,1017.0,0.0,0.0,0.0,False,1017.0,G,P,Group 3
4000_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4000_02,Earth,False,TRAPPIST-1e,25.0,False,20.0,0.0,424.0,0.0,359.0,False,803.0,F,S,Group 3
4000_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4001_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,0.0,970.0,0.0,0.0,True,970.0,F,S,Group 3
4001_02,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4001_03,Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4001_04,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4001_05,Earth,False,TRAPPIST-1e,34.0,False,0.0,847.0,14.0,0.0,0.0,True,861.0,F,S,Group 3
4001_06,Earth,False,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4001_07,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4002_01,Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
4003_01,Earth,False,TRAPPIST-1e,22.0,False,1417.0,0.0,0.0,0.0,0.0,True,1417.0,F,P,Group 3
4005_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4005_02,Earth,False,TRAPPIST-1e,17.0,False,3.0,83.0,927.0,0.0,1.0,True,1014.0,G,P,Group 3
4005_03,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4005_04,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 1
4005_05,Earth,True,PSO J318.5-22,40.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4005_06,Earth,False,PSO J318.5-22,16.0,False,4.0,0.0,2278.0,2.0,0.0,True,2284.0,F,P,Group 3
4005_07,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4005_08,Earth,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4006_01,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4006_02,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4006_03,Earth,False,PSO J318.5-22,59.0,False,400.0,0.0,126.0,0.0,158.0,True,684.0,F,S,Group 3
4006_04,Earth,False,TRAPPIST-1e,45.0,False,1796.0,0.0,4.0,0.0,5.0,False,1805.0,G,S,Group 3
4006_05,Earth,False,55 Cancri e,52.0,False,0.0,704.0,0.0,0.0,0.0,True,704.0,F,S,Group 3
4008_01,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4009_01,Earth,False,55 Cancri e,51.0,False,8.0,0.0,206.0,1247.0,14.0,True,1475.0,G,S,Group 1
4010_01,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4013_01,Mars,False,TRAPPIST-1e,14.0,False,460.0,0.0,0.0,315.0,172.0,False,947.0,E,P,Group 1
4014_01,Europa,False,TRAPPIST-1e,42.0,False,0.0,456.0,1.0,1193.0,3039.0,False,4689.0,B,P,Group 1
4014_02,Europa,False,55 Cancri e,28.0,False,0.0,3238.0,0.0,750.0,2368.0,False,6356.0,B,P,Group 1
4016_01,Earth,False,55 Cancri e,34.0,False,309.0,542.0,0.0,0.0,55.0,False,906.0,E,S,Group 1
4017_01,Mars,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,S,Group 1
4017_02,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4017_03,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4017_04,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,S,Group 1
4017_05,Mars,False,TRAPPIST-1e,23.0,False,931.0,0.0,134.0,0.0,421.0,False,1486.0,F,S,Group 3
4018_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,1.0,0.0,20.0,42.0,False,63.0,F,S,Group 3
4019_01,Earth,False,55 Cancri e,59.0,False,258.0,377.0,5.0,0.0,0.0,True,640.0,E,P,Group 1
4020_01,Europa,False,55 Cancri e,37.0,False,6498.0,1470.0,0.0,416.0,4174.0,False,12558.0,B,P,Group 1
4021_01,Mars,False,TRAPPIST-1e,32.0,False,1843.0,0.0,662.0,0.0,0.0,False,2505.0,F,P,Group 3
4022_01,Earth,False,PSO J318.5-22,37.0,False,4.0,0.0,223.0,512.0,1.0,False,740.0,F,P,Group 3
4023_01,Earth,False,TRAPPIST-1e,27.0,False,1.0,355.0,757.0,0.0,0.0,False,1113.0,E,P,Group 1
4026_01,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4027_01,Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4030_01,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4030_02,Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 1
4030_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4030_04,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4030_05,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4031_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
4031_02,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
4032_01,Earth,False,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4033_01,Europa,False,55 Cancri e,49.0,False,2025.0,7167.0,0.0,2456.0,47.0,True,11695.0,C,S,Group 1
4034_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
4035_01,Earth,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4036_01,Earth,False,TRAPPIST-1e,22.0,False,7.0,61.0,110.0,708.0,0.0,False,886.0,G,S,Group 3
4037_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4038_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4039_01,Earth,False,TRAPPIST-1e,24.0,False,714.0,0.0,4.0,49.0,11.0,False,778.0,F,S,Group 3
4040_01,Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4042_01,Europa,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,A,S,Group 1
4042_02,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,A,S,Group 1
4042_03,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,A,S,Group 1
4043_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,32.0,1577.0,False,1609.0,E,P,Group 1
4044_01,Mars,False,TRAPPIST-1e,32.0,False,536.0,0.0,736.0,118.0,0.0,False,1390.0,F,S,Group 3
4044_02,Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4044_03,Mars,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4045_01,Mars,False,TRAPPIST-1e,49.0,False,1417.0,0.0,531.0,1348.0,192.0,False,3488.0,D,P,Group 1
4046_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4047_01,Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4049_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,A,S,Group 1
4050_01,Europa,False,55 Cancri e,36.0,False,0.0,1302.0,0.0,2067.0,10173.0,False,13542.0,A,P,Group 1
4053_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4055_01,Earth,False,TRAPPIST-1e,21.0,False,3.0,34.0,600.0,0.0,8.0,False,645.0,F,P,Group 3
4058_01,Earth,False,TRAPPIST-1e,36.0,False,437.0,442.0,0.0,2.0,1.0,False,882.0,G,S,Group 3
4060_01,Earth,False,TRAPPIST-1e,54.0,False,880.0,2.0,531.0,2.0,0.0,False,1415.0,F,P,Group 3
4061_01,Mars,False,TRAPPIST-1e,30.0,False,1851.0,0.0,378.0,0.0,155.0,False,2384.0,D,S,Group 1
4061_02,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4061_03,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4063_01,Earth,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4064_01,Earth,False,TRAPPIST-1e,47.0,False,939.0,1477.0,0.0,0.0,0.0,True,2416.0,F,S,Group 3
4065_01,Earth,False,TRAPPIST-1e,25.0,False,1339.0,1.0,360.0,0.0,0.0,False,1700.0,G,P,Group 3
4066_01,Europa,False,55 Cancri e,18.0,False,0.0,30.0,0.0,67.0,2790.0,False,2887.0,B,S,Group 1
4066_02,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4068_01,Europa,False,TRAPPIST-1e,27.0,False,0.0,1381.0,0.0,148.0,2181.0,False,3710.0,D,S,Group 1
4069_01,Earth,False,55 Cancri e,24.0,False,0.0,0.0,2433.0,0.0,53.0,True,2486.0,F,S,Group 3
4071_01,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4071_02,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4072_01,Earth,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4075_01,Europa,False,TRAPPIST-1e,38.0,False,1901.0,1276.0,0.0,7561.0,12.0,False,10750.0,C,S,Group 1
4076_01,Earth,False,TRAPPIST-1e,23.0,False,1616.0,0.0,1.0,0.0,2.0,False,1619.0,E,P,Group 1
4078_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4079_01,Mars,False,55 Cancri e,55.0,False,1680.0,0.0,1.0,0.0,6.0,False,1687.0,F,S,Group 3
4080_01,Earth,False,55 Cancri e,20.0,False,719.0,0.0,10.0,0.0,0.0,False,729.0,F,P,Group 3
4081_01,Earth,False,55 Cancri e,50.0,False,451.0,132.0,195.0,31.0,0.0,False,809.0,G,P,Group 3
4082_01,Mars,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
4083_01,Europa,False,TRAPPIST-1e,21.0,False,0.0,6190.0,1828.0,7.0,35.0,True,8060.0,C,S,Group 1
4084_01,Europa,False,TRAPPIST-1e,26.0,False,0.0,1549.0,0.0,0.0,766.0,True,2315.0,D,S,Group 1
4089_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,2177.0,0.0,1097.0,144.0,True,3418.0,A,S,Group 1
4090_01,Mars,False,TRAPPIST-1e,46.0,False,227.0,0.0,1546.0,3.0,2.0,True,1778.0,D,S,Group 1
4091_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,586.0,1.0,0.0,58.0,True,645.0,F,S,Group 3
4093_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,20.0,0.0,14.0,659.0,False,693.0,F,P,Group 3
4095_01,Earth,False,55 Cancri e,14.0,False,834.0,1080.0,3.0,183.0,208.0,False,2308.0,G,P,Group 3
4096_01,Mars,False,TRAPPIST-1e,46.0,False,949.0,0.0,128.0,3.0,41.0,True,1121.0,F,P,Group 3
4097_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,840.0,123.0,0.0,20.0,False,983.0,E,P,Group 1
4098_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4099_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4101_01,Mars,False,TRAPPIST-1e,38.0,False,1100.0,43.0,163.0,3.0,0.0,False,1309.0,F,S,Group 3
4102_01,Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4103_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4104_01,Earth,False,TRAPPIST-1e,41.0,False,1025.0,0.0,0.0,0.0,0.0,False,1025.0,G,P,Group 3
4106_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,831.0,78.0,0.0,0.0,True,909.0,G,S,Group 3
4107_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,489.0,5.0,276.0,False,770.0,G,S,Group 3
4108_01,Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4108_02,Europa,False,TRAPPIST-1e,47.0,False,27.0,2651.0,538.0,18.0,0.0,True,3234.0,B,S,Group 1
4109_01,Earth,False,TRAPPIST-1e,19.0,False,169.0,399.0,0.0,97.0,0.0,True,665.0,F,P,Group 3
4110_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,38.0,0.0,847.0,112.0,False,997.0,E,P,Group 1
4112_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4113_01,Europa,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4113_02,Europa,False,TRAPPIST-1e,45.0,False,0.0,2524.0,0.0,166.0,1.0,True,2691.0,B,P,Group 1
4114_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,E,S,Group 1
4115_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4116_01,Earth,False,TRAPPIST-1e,21.0,False,40.0,0.0,736.0,0.0,0.0,True,776.0,F,S,Group 3
4120_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 3
4125_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4127_01,Europa,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4128_01,Mars,False,TRAPPIST-1e,54.0,True,111.0,0.0,1144.0,8.0,23.0,False,1286.0,F,P,Group 3
4128_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4128_03,Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4129_01,Earth,False,TRAPPIST-1e,23.0,False,15.0,1.0,777.0,3.0,3.0,False,799.0,F,P,Group 3
4130_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 1
4131_01,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
4132_01,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4134_01,Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 1
4135_01,Mars,False,TRAPPIST-1e,58.0,False,850.0,0.0,22.0,1493.0,0.0,False,2365.0,F,S,Group 3
4137_01,Earth,False,55 Cancri e,39.0,False,664.0,0.0,0.0,40.0,0.0,False,704.0,F,S,Group 3
4140_01,Earth,False,PSO J318.5-22,23.0,False,40.0,15.0,30.0,0.0,637.0,False,722.0,F,P,Group 3
4141_01,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4142_01,Europa,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
4143_01,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
4144_01,Earth,False,TRAPPIST-1e,36.0,False,19.0,476.0,0.0,5.0,290.0,False,790.0,E,P,Group 1
4145_01,Earth,False,PSO J318.5-22,13.0,False,16.0,0.0,87.0,544.0,0.0,False,647.0,F,P,Group 3
4147_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,3200.0,0.0,True,3200.0,C,S,Group 1
4147_02,Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
4149_01,Earth,False,55 Cancri e,33.0,False,0.0,0.0,589.0,2.0,255.0,True,846.0,G,P,Group 3
4150_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,1029.0,0.0,0.0,0.0,True,1029.0,F,S,Group 3
4151_01,Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4152_01,Earth,False,TRAPPIST-1e,35.0,False,89.0,0.0,0.0,545.0,0.0,False,634.0,F,P,Group 3
4154_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 3
4156_01,Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4158_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,580.0,211.0,0.0,False,791.0,E,S,Group 1
4159_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,2.0,15.0,5.0,842.0,False,864.0,F,S,Group 3
4160_01,Mars,False,TRAPPIST-1e,27.0,True,661.0,0.0,991.0,46.0,0.0,True,1698.0,F,S,Group 3
4163_01,Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4165_01,Earth,False,TRAPPIST-1e,37.0,False,246.0,0.0,703.0,5.0,0.0,True,954.0,G,P,Group 3
4166_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4166_02,Europa,False,55 Cancri e,58.0,True,0.0,279.0,3627.0,122.0,30.0,True,4058.0,B,P,Group 1
4167_01,Earth,False,PSO J318.5-22,27.0,False,0.0,440.0,0.0,0.0,334.0,False,774.0,G,S,Group 1
4168_01,Earth,False,TRAPPIST-1e,38.0,False,0.0,18.0,30.0,0.0,832.0,False,880.0,F,P,Group 3
4168_02,Earth,False,TRAPPIST-1e,28.0,False,0.0,241.0,6.0,0.0,542.0,False,789.0,E,P,Group 1
4169_01,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,P,Group 1
4169_02,Europa,False,TRAPPIST-1e,41.0,False,0.0,1562.0,0.0,2.0,16.0,True,1580.0,D,P,Group 1
4170_01,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
4171_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4172_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4172_02,Mars,False,TRAPPIST-1e,58.0,False,12.0,0.0,186.0,2436.0,4.0,False,2638.0,F,P,Group 3
4172_03,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4172_04,Mars,False,55 Cancri e,24.0,False,1363.0,0.0,50.0,0.0,0.0,False,1413.0,F,P,Group 3
4172_05,Mars,False,TRAPPIST-1e,56.0,False,128.0,0.0,959.0,0.0,42.0,False,1129.0,F,P,Group 3
4172_06,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4172_07,Mars,False,TRAPPIST-1e,19.0,False,154.0,170.0,2074.0,0.0,0.0,True,2398.0,D,P,Group 1
4173_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,658.0,133.0,False,791.0,E,P,Group 1
4174_01,Earth,False,TRAPPIST-1e,47.0,False,59.0,1.0,327.0,557.0,0.0,False,944.0,F,P,Group 3
4175_01,Earth,False,55 Cancri e,37.0,False,0.0,89.0,15.0,20.0,592.0,False,716.0,F,P,Group 3
4176_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4176_02,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4176_03,Mars,False,TRAPPIST-1e,20.0,False,760.0,0.0,742.0,352.0,0.0,True,1854.0,F,P,Group 3
4176_04,Mars,False,TRAPPIST-1e,38.0,False,490.0,663.0,358.0,855.0,0.0,False,2366.0,F,P,Group 3
4176_05,Mars,False,TRAPPIST-1e,46.0,False,247.0,0.0,418.0,480.0,36.0,False,1181.0,D,P,Group 1
4176_06,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4176_07,Mars,False,55 Cancri e,24.0,False,612.0,326.0,46.0,87.0,0.0,True,1071.0,F,P,Group 3
4177_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4177_02,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4177_03,Europa,False,55 Cancri e,44.0,False,36.0,588.0,0.0,1675.0,3597.0,False,5896.0,B,S,Group 1
4178_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,4.0,6.0,773.0,False,783.0,G,P,Group 3
4179_01,Europa,False,TRAPPIST-1e,30.0,True,0.0,1172.0,183.0,91.0,0.0,True,1446.0,A,S,Group 1
4179_02,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,A,S,Group 1
4181_01,Europa,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
4181_02,Europa,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
4181_03,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4181_04,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
4181_05,Europa,False,55 Cancri e,31.0,False,2.0,8747.0,0.0,4840.0,14485.0,False,28074.0,C,P,Group 1
4181_06,Europa,False,55 Cancri e,41.0,True,0.0,9463.0,0.0,1022.0,1562.0,True,12047.0,C,P,Group 1
4182_01,Europa,False,55 Cancri e,33.0,False,0.0,2020.0,0.0,1817.0,182.0,False,4019.0,A,S,Group 1
4182_02,Europa,False,TRAPPIST-1e,43.0,False,0.0,124.0,0.0,3975.0,186.0,False,4285.0,A,S,Group 1
4182_03,Europa,False,55 Cancri e,43.0,True,0.0,3172.0,0.0,26.0,4376.0,False,7574.0,A,S,Group 1
4183_01,Earth,False,TRAPPIST-1e,36.0,False,1367.0,108.0,0.0,0.0,77.0,False,1552.0,F,S,Group 3
4184_01,Earth,False,55 Cancri e,19.0,False,558.0,0.0,353.0,0.0,8.0,False,919.0,F,P,Group 3
4185_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,1725.0,0.0,0.0,0.0,True,1725.0,G,P,Group 3
4186_01,Earth,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4188_01,Earth,False,TRAPPIST-1e,23.0,False,1277.0,84.0,0.0,240.0,598.0,True,2199.0,F,P,Group 3
4189_01,Earth,False,55 Cancri e,17.0,False,558.0,0.0,3.0,0.0,1226.0,False,1787.0,G,S,Group 3
4191_01,Mars,False,TRAPPIST-1e,18.0,False,950.0,1.0,236.0,754.0,0.0,False,1941.0,D,S,Group 1
4194_01,Mars,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 3
4196_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 3
4197_01,Earth,False,TRAPPIST-1e,66.0,False,610.0,2549.0,0.0,17.0,0.0,True,3176.0,F,S,Group 3
4197_02,Earth,False,TRAPPIST-1e,27.0,False,0.0,867.0,0.0,128.0,363.0,True,1358.0,F,S,Group 3
4197_03,Earth,False,TRAPPIST-1e,19.0,False,1620.0,0.0,4.0,0.0,82.0,False,1706.0,G,S,Group 3
4199_01,Earth,False,TRAPPIST-1e,55.0,False,0.0,198.0,703.0,1.0,0.0,True,902.0,F,S,Group 3
4203_01,Mars,False,TRAPPIST-1e,40.0,False,0.0,0.0,1.0,293.0,667.0,False,961.0,D,P,Group 1
4204_01,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4204_02,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 3
4204_03,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 3
4205_01,Earth,False,TRAPPIST-1e,37.0,False,0.0,886.0,0.0,58.0,441.0,False,1385.0,F,S,Group 3
4206_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,13.0,524.0,7.0,0.0,False,544.0,F,P,Group 3
4207_01,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4207_02,Europa,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
4208_01,Mars,False,55 Cancri e,37.0,False,326.0,0.0,455.0,2.0,0.0,False,783.0,D,P,Group 1
